day,CPT(km),CPT_temp(K),LRT(km),LRT_temp(K)
2006-10-06,17.958,197.45,15.276,199.45
2006-10-07,16.254,196.85,16.254,196.85
2006-10-08,17.492,197.65,14.538,203.45
2006-10-09,17.397,198.85,16.199,199.05
2006-10-10,16.734,200.85,15.703,202.45
2006-10-11,18.062,198.85,15.035,202.65
2006-10-12,16.144,193.25,16.144,193.25
2006-10-13,16.739,195.85,15.135,199.05
2006-10-14,17.761,199.65,17.277,200.25
2006-10-15,16.753,195.05,15.96,196.85
2006-10-16,16.02,193.45,16.02,193.45
2006-10-17,16.048,193.25,16.048,193.25
2006-10-18,15.654,194.65,15.654,194.65
2006-10-19,17.032,191.65,16.484,194.05
2006-10-20,16.683,192.65,16.157,192.85
2006-10-21,17.159,193.45,17.159,193.45
2006-10-22,17.283,196.85,15.385,200.45
2006-10-23,17.211,201.45,17.211,201.45
2006-10-24,17.171,198.85,16.492,200.05
2006-10-25,18.003,198.65,16.096,200.65
2006-10-26,15.731,199.65,15.731,199.65
2006-10-27,16.195,198.45,16.195,198.45
2006-10-28,17.333,195.65,16.777,196.25
2006-10-29,17.071,195.85,17.071,195.85
2006-10-30,16.58,196.65,16.58,196.65
2006-10-31,17.285,195.45,16.112,196.25
2006-11-01,16.833,191.85,16.155,193.05
2006-11-02,16.693,191.25,16.253,192.65
2006-11-03,16.61,192.05,16.61,192.05
2006-11-04,16.677,192.25,16.414,192.65
2006-11-05,16.877,191.05,16.877,191.05
2006-11-06,16.851,193.65,16.533,194.65
2006-11-07,16.584,192.25,16.584,192.25
2006-11-08,16.878,191.25,16.479,191.45
2006-11-09,16.59,191.25,16.59,191.25
2006-11-10,17.046,194.45,16.108,196.05
2006-11-11,17.382,197.25,15.398,199.65
2006-11-12,17.78,200.85,16.628,202.05
2006-11-13,17.713,202.45,16.164,202.85
2006-11-14,17.524,199.85,17.524,199.85
2006-11-15,16.01,199.45,,
2006-11-16,16.812,195.45,16.812,195.45
2006-11-17,17.973,195.45,16.129,197.65
2006-11-18,16.523,195.65,16.523,195.65
2006-11-19,16.57,194.65,16.57,194.65
2006-11-20,14.952,195.25,14.952,195.25
2006-11-21,16.255,196.45,16.255,196.45
2006-11-22,17.115,193.45,16.992,193.65
2006-11-23,16.261,194.85,16.261,194.85
2006-11-24,17.542,197.65,16.141,198.25
2006-11-25,17.046,196.25,15.544,197.05
2006-11-26,17.174,195.05,15.244,198.05
2006-11-27,17.789,196.25,16.093,197.25
2006-11-28,17.296,194.85,17.296,194.85
2006-11-29,16.685,192.05,16.685,192.05
2006-11-30,16.964,192.45,16.398,193.45
2006-12-01,17.081,193.05,16.508,193.65
2006-12-02,17.535,192.05,16.667,193.65
2006-12-03,16.927,192.85,16.927,192.85
2006-12-04,16.452,193.45,16.452,193.45
2006-12-05,16.891,194.05,16.891,194.05
2006-12-06,16.967,192.85,16.967,192.85
2006-12-07,18.03,194.05,17.012,196.65
2006-12-08,18.174,195.05,16.001,199.25
2006-12-09,18.292,193.45,15.853,197.05
2006-12-10,17.553,194.85,14.1,207.05
2006-12-11,18.576,193.65,15.521,198.25
2006-12-12,18.016,195.45,15.751,195.85
2006-12-13,17.641,194.65,16.653,196.45
2006-12-14,14.26,206.25,,
2006-12-15,17.643,193.65,17.087,194.25
2006-12-16,17.257,194.65,15.883,195.85
2006-12-17,17.614,195.45,15.914,195.65
2006-12-18,15.908,193.25,15.908,193.25
2006-12-19,16.544,192.25,16.544,192.25
2006-12-20,16.036,194.65,15.934,194.85
2006-12-21,17.234,192.45,16.152,192.65
2006-12-22,18.692,192.45,16.016,193.25
2006-12-23,17.14,191.45,17.14,191.45
2006-12-24,17.496,190.05,16.934,191.05
2006-12-25,16.97,191.65,16.97,191.65
2006-12-26,17.085,193.45,16.065,195.05
2006-12-27,17.243,192.05,17.243,192.05
2006-12-28,16.62,193.45,16.62,193.45
2006-12-29,18.104,195.65,16.078,196.25
2006-12-30,17.777,193.85,16.075,195.85
2006-12-31,17.591,194.45,17.591,194.45
2007-01-01,17.352,195.05,14.464,203.45
2007-01-02,18.32,193.45,18.32,193.45
2007-01-03,16.81,196.05,16.81,196.05
2007-01-04,19.206,195.65,15.277,199.85
2007-01-05,14.26,205.85,,
2007-01-06,17.491,197.25,15.413,198.65
2007-01-07,17.086,193.25,16.136,194.45
2007-01-08,16.62,195.25,16.62,195.25
2007-01-09,17.779,194.45,16.977,195.25
2007-01-10,18.268,195.05,17.011,196.85
2007-01-11,18.512,193.65,13.97,208.45
2007-01-12,18.035,193.45,16.437,193.65
2007-01-13,17.411,193.25,15.914,193.65
2007-01-14,,,,
2007-01-15,17.822,193.25,15.784,194.65
2007-01-16,18.292,189.05,15.614,195.45
2007-01-17,18.621,189.85,16.173,194.45
2007-01-18,18.344,191.45,15.749,194.85
2007-01-19,18.7,191.85,15.212,199.65
2007-01-20,16.624,191.85,16.624,191.85
2007-01-21,16.981,192.45,15.79,195.25
2007-01-22,16.67,192.05,16.67,192.05
2007-01-23,17.056,194.45,17.056,194.45
2007-01-24,17.098,196.65,16.572,198.25
2007-01-25,17.111,194.45,17.111,194.45
2007-01-26,19.309,191.65,15.825,195.25
2007-01-27,18.057,192.85,15.623,196.65
2007-01-28,16.989,194.45,16.547,194.65
2007-01-29,14.31,205.25,,
2007-01-30,16.953,192.25,,
2007-01-31,18.051,190.85,18.051,190.85
2007-02-01,18.333,189.45,17.657,190.05
2007-02-02,18.397,190.85,14.978,202.85
2007-02-03,16.553,194.45,16.553,194.45
2007-02-04,18.395,195.25,16.542,199.45
2007-02-05,18.095,194.85,16.573,195.65
2007-02-06,,,,
2007-02-07,18.43,190.85,16.981,193.25
2007-02-08,18.607,191.65,16.77,193.05
2007-02-09,17.859,189.65,17.859,189.65
2007-02-10,17.865,190.05,16.358,194.45
2007-02-11,18.048,188.25,18.048,188.25
2007-02-12,16.89,192.05,16.89,192.05
2007-02-13,17.061,195.85,16.238,197.05
2007-02-14,,,,
2007-02-15,17.496,195.05,16.969,195.45
2007-02-16,17.772,192.65,16.516,196.85
2007-02-17,17.926,191.85,17.926,191.85
2007-02-18,17.651,190.05,17.651,190.05
2007-02-19,17.107,191.45,17.107,191.45
2007-02-20,17.785,191.45,17.785,191.45
2007-02-21,17.627,193.05,16.59,196.45
2007-02-22,16.499,192.85,16.499,192.85
2007-02-23,16.64,193.65,15.945,194.65
2007-02-24,17.269,194.45,15.937,195.05
2007-02-25,17.292,191.45,17.292,191.45
2007-02-26,17.578,194.25,17.578,194.25
2007-02-27,17.499,194.65,17.499,194.65
2007-02-28,17.945,194.05,16.183,197.45
2007-03-01,17.328,194.25,17.328,194.25
2007-03-02,18.087,195.05,16.078,197.45
2007-03-03,17.967,194.25,16.5,195.45
2007-03-04,17.252,193.85,17.252,193.85
2007-03-05,14.959,202.85,,
2007-03-06,16.971,193.25,16.971,193.25
2007-03-07,17.579,194.05,16.593,195.65
2007-03-08,17.709,192.25,17.709,192.25
2007-03-09,17.303,193.85,17.303,193.85
2007-03-10,18.075,192.05,17.148,193.85
2007-03-11,18.3,193.05,15.483,197.05
2007-03-12,17.034,193.45,17.034,193.45
2007-03-13,16.909,194.65,15.721,197.05
2007-03-14,17.795,193.65,17.115,194.85
2007-03-15,17.64,193.05,16.345,195.85
2007-03-16,17.597,193.25,17.597,193.25
2007-03-17,16.124,191.45,16.124,191.45
2007-03-18,16.739,190.05,16.43,190.45
2007-03-19,16.53,196.25,15.341,196.65
2007-03-20,16.268,196.05,16.268,196.05
2007-03-21,15.595,195.85,15.595,195.85
2007-03-22,16.391,194.85,16.391,194.85
2007-03-23,17.423,194.45,17.423,194.45
2007-03-24,17.182,195.05,16.365,195.65
2007-03-25,16.345,195.85,16.345,195.85
2007-03-26,16.334,195.85,16.334,195.85
2007-03-27,17.304,195.65,16.242,196.45
2007-03-28,17.343,194.85,16.543,196.05
2007-03-29,16.573,193.45,16.573,193.45
2007-03-30,16.754,192.85,18.66,199.65
2007-03-31,18.231,193.05,16.34,195.65
2007-04-01,17.782,192.65,16.994,193.65
2007-04-02,17.3,192.65,17.3,192.65
2007-04-03,18.026,193.25,15.0,198.05
2007-04-04,17.662,194.45,17.056,195.25
2007-04-05,17.673,191.65,17.673,191.65
2007-04-06,17.819,193.25,16.563,196.25
2007-04-07,16.757,192.85,16.757,192.85
2007-04-08,16.784,193.65,14.991,202.45
2007-04-09,16.996,197.25,16.462,198.05
2007-04-10,17.072,198.65,16.462,200.25
2007-04-11,17.54,194.25,16.862,194.85
2007-04-12,17.835,194.45,17.279,194.65
2007-04-13,16.821,194.45,16.821,194.45
2007-04-14,16.39,195.65,16.39,195.65
2007-04-15,18.173,195.25,15.413,201.45
2007-04-16,18.326,197.45,16.597,198.25
2007-04-17,18.587,199.05,16.407,199.25
2007-04-18,17.165,195.85,17.165,195.85
2007-04-19,17.735,192.65,17.735,192.65
2007-04-20,17.142,196.05,17.142,196.05
2007-04-24,18.6,193.84999694824216,16.58,195.64999999999998
2007-04-25,17.524,190.25,17.524,190.25
2007-04-26,17.288,190.65,13.801,206.05
2007-04-27,16.986,192.25,16.986,192.25
2007-04-28,16.813,191.65,16.813,191.65
2007-04-29,17.439,193.05,16.312,197.65
2007-04-30,16.963,195.45,16.039,197.65
2007-05-01,16.196,195.05,16.196,195.05
2007-05-02,16.783,195.05,16.783,195.05
2007-05-03,17.287,192.85,13.093,209.65
2007-05-04,17.186,192.45,17.186,192.45
2007-05-05,18.311,189.25,18.311,189.25
2007-05-06,18.107,189.25,18.107,189.25
2007-05-07,17.915,192.65,14.342,204.65
2007-05-08,18.477,194.05,17.086,195.65
2007-05-09,18.159,195.65,15.85,200.25
2007-05-10,,,16.53,197.64999999999998
2007-05-11,17.122,195.25,16.483,197.85
2007-05-12,17.192,197.45,16.368,199.05
2007-05-13,17.449,197.05,15.796,202.05
2007-05-14,17.714,201.05,14.07,205.45
2007-05-15,17.699,201.25,15.548,202.45
2007-05-16,16.859,199.85,16.859,199.85
2007-05-17,16.612,198.25,14.09,204.45
2007-05-18,16.013,197.05,16.013,197.05
2007-05-19,17.624,196.05,13.664,205.25
2007-05-20,18.069,198.65,15.825,199.45
2007-05-21,18.252,198.45,17.065,198.85
2007-05-22,17.932,199.05,12.7,211.25
2007-05-23,15.373,197.45,15.373,197.45
2007-05-24,14.443,200.85,14.443,200.85
2007-05-25,15.595,198.65,15.595,198.65
2007-05-26,16.47,198.25,15.661,198.85
2007-05-27,16.075,197.85,16.075,197.85
2007-05-28,15.917,197.45,15.917,197.45
2007-05-29,16.692,198.45,14.758,200.45
2007-05-30,16.607,195.65,16.607,195.65
2007-05-31,17.096,194.05,15.519,197.75
2007-06-01,16.152,192.05,16.152,192.05
2007-06-02,16.424,192.65,16.258,192.85
2007-06-03,15.958,191.65,15.958,191.65
2007-06-04,15.456,197.65,15.456,197.65
2007-06-05,16.889,196.45,16.261,198.55
2007-06-06,18.046,199.45,15.392,199.65
2007-06-07,15.817,197.45,13.752,207.85
2007-06-08,16.987,196.05,16.402,198.35
2007-06-09,16.857,197.45,15.338,200.85
2007-06-10,16.125,196.25,16.125,196.25
2007-06-11,15.851,198.05,14.61,201.85
2007-06-12,16.23,199.65,16.23,199.65
2007-06-13,16.864,199.25,12.761,206.45
2007-06-14,17.532,197.85,13.548,204.05
2007-06-15,16.41,197.85,14.239,199.25
2007-06-16,14.555,197.25,14.555,197.25
2007-06-17,16.475,198.9500030517578,,
2007-06-18,17.852,198.05,16.041,198.45
2007-06-19,16.5,199.45,14.643,202.85
2007-06-20,,,,
2007-06-21,16.157,197.45,16.157,197.45
2007-06-22,17.432,198.25,15.813,199.85
2007-06-23,17.714,198.65,12.205,213.65
2007-06-24,18.255,196.45,13.818,205.05
2007-06-25,18.763,196.85,14.169,200.85
2007-06-26,18.21,198.25,13.912,206.45
2007-06-27,19.172,198.05,13.911,205.25
2007-06-28,18.056,202.85,13.448,207.45
2007-06-29,,,,
2007-06-30,17.358,203.05,17.358,203.05
2007-07-01,17.065,201.65,13.929,210.25
2007-07-02,18.204,199.05,13.511,208.45
2007-07-03,17.722,200.45,14.06,204.45
2007-07-04,17.3,201.05,17.3,201.05
2007-07-05,17.675,201.45,14.639,204.05
2007-07-06,17.384,196.65,14.231,202.65
2007-07-07,17.441,196.25,13.811,203.45
2007-07-08,16.901,197.45,13.719,206.85
2007-07-09,16.741,198.65,16.741,198.65
2007-07-10,17.565,198.45,16.261,201.65
2007-07-11,18.088,197.45,14.09,205.65
2007-07-12,19.053,202.05,13.95,207.05
2007-07-13,14.23,201.85,14.23,201.85
2007-07-14,17.036,198.05,16.422,199.65
2007-07-15,15.528,199.25,16.739,199.25
2007-07-16,16.455,201.14999999999998,16.455,201.14999999999998
2007-07-17,17.18,199.85,14.302,206.05
2007-07-18,17.256,201.25,15.677,204.25
2007-07-19,18.736,204.65,11.493,221.05
2007-07-20,16.887,202.65,11.071,218.85
2007-07-21,17.325,199.45,16.451,201.05
2007-07-22,16.383,201.25,14.798,205.05
2007-07-23,15.424,198.05,15.424,198.05
2007-07-24,14.816,200.65,13.472,205.65
2007-07-25,14.24,200.85,14.24,200.85
2007-07-26,17.412,199.85,16.521,201.45
2007-07-27,18.325,201.25,14.503,206.45
2007-07-28,17.694,201.25,16.52,201.45
2007-07-29,16.084,202.45,12.626,212.65
2007-07-30,16.535,203.65,13.4,206.45
2007-07-31,16.027,203.05,13.103,208.65
2007-08-01,17.44,200.45,15.912,202.65
2007-08-02,16.51,200.45,15.637,201.05
2007-08-03,16.123,198.85,16.123,198.85
2007-08-04,16.736,198.45,16.736,198.45
2007-08-05,15.773,200.25,15.773,200.25
2007-08-06,17.092,201.85,15.804,202.65
2007-08-07,16.513,198.45,16.513,198.45
2007-08-08,17.049,198.85,15.298,204.45
2007-08-09,17.23,199.25,12.3,213.25
2007-08-10,17.335,199.25,13.835,204.25
2007-08-11,16.898,200.65,13.26,207.25
2007-08-12,16.834,200.65,15.37,202.45
2007-08-13,15.935,201.45,12.259,214.45
2007-08-14,16.002,201.05,14.377,203.85
2007-08-15,17.466,195.45,17.314,195.65
2007-08-16,16.56,196.45,16.56,196.45
2007-08-17,17.492,194.25,17.492,194.25
2007-08-18,17.219,194.65,17.219,194.65
2007-08-19,17.643,197.85,16.019,201.35
2007-08-20,16.291,197.85,16.291,197.85
2007-08-21,17.167,197.65,15.865,200.65
2007-08-22,16.56,198.05,15.537,200.85
2007-08-23,16.855,196.65,16.855,196.65
2007-08-24,16.653,197.25,16.653,197.25
2007-08-25,16.5,195.05,16.5,195.05
2007-08-26,17.154,194.85,16.068,195.05
2007-08-27,15.567,196.25,15.567,196.25
2007-08-28,16.705,195.65,15.104,198.85
2007-08-29,17.046,197.05,16.137,197.25
2007-08-30,17.455,197.45,16.681,198.05
2007-08-31,17.474,197.45,14.14,205.65
2007-09-01,16.298,201.15,14.715,202.25
2007-09-02,16.922,198.25,12.31,213.85
2007-09-03,16.881,201.65,16.881,201.65
2007-09-04,15.894,201.25,15.894,201.25
2007-09-05,17.092,200.85,15.653,202.25
2007-09-06,17.077,199.25,16.491,200.85
2007-09-07,17.58,200.25,15.386,203.65
2007-09-08,16.843,199.45,16.078,199.85
2007-09-09,16.123,198.05,16.123,198.05
2007-09-10,16.31,200.25,16.31,200.25
2007-09-11,16.623,199.25,16.623,199.25
2007-09-12,16.917,199.25,16.917,199.25
2007-09-13,17.52,197.45,17.116,197.65
2007-09-14,17.361,197.45,15.796,199.85
2007-09-15,16.472,199.65,15.305,201.25
2007-09-16,16.619,195.05,16.619,195.05
2007-09-17,17.413,193.85,13.137,213.85
2007-09-18,16.442,199.65,15.892,199.85
2007-09-19,17.025,198.05,16.425,198.25
2007-09-20,16.588,196.65,16.588,196.65
2007-09-21,17.282,194.65,16.482,197.65
2007-09-22,17.534,196.25,15.04,200.45
2007-09-23,17.296,194.25,16.493,197.05
2007-09-24,16.863,193.25,16.863,193.25
2007-09-25,16.935,194.85,15.817,196.45
2007-09-26,,,,
2007-09-27,17.674,194.25,17.674,194.25
2007-09-28,17.503,197.85,15.645,199.05
2007-09-29,16.808,194.45,16.808,194.45
2007-09-30,17.114,197.25,15.873,201.05
2007-10-01,16.68,198.85,16.68,198.85
2007-10-02,17.142,199.25,12.208,217.45
2007-10-03,17.336,200.85,13.188,208.25
2007-10-04,18.576,201.85,13.858,208.45
2007-10-05,17.285,203.05,13.245,207.05
2007-10-06,17.419,199.45,13.242,210.65
2007-10-07,16.956,199.05,16.956,199.05
2007-10-08,16.445,199.05,13.98,206.05
2007-10-09,17.185,197.25,13.796,207.05
2007-10-10,16.444,198.25,16.444,198.25
2007-10-11,16.969,197.45,16.54,198.25
2007-10-12,17.946,196.25,15.918,198.35
2007-10-13,17.351,195.65,14.754,200.05
2007-10-14,16.723,194.05,16.723,194.05
2007-10-15,15.699,194.65,15.699,194.65
2007-10-16,17.367,194.45,15.359,197.05
2007-10-17,17.387,192.45,17.387,192.45
2007-10-18,17.622,194.45,16.493,196.05
2007-10-19,17.591,196.25,14.708,198.45
2007-10-20,16.901,197.25,14.957,197.85
2007-10-21,17.99,198.45,14.827,199.45
2007-10-22,,,,
2007-10-23,15.826,194.85,15.826,194.85
2007-10-24,16.282,197.85,14.309,200.25
2007-10-25,17.816,200.05,13.943,201.25
2007-10-26,17.014,197.85,14.1,206.05
2007-10-27,17.481,195.45,17.481,195.45
2007-10-28,18.073,196.25,15.408,199.05
2007-10-29,17.513,194.25,16.156,198.05
2007-10-30,16.969,193.85,14.625,198.45
2007-10-31,16.6,192.45,16.6,192.45
2007-11-01,17.208,190.25,16.55,191.65
2007-11-02,17.104,192.05,17.104,192.05
2007-11-03,,,,
2007-11-04,14.806,201.65,,
2007-11-05,17.568,194.65,15.974,196.05
2007-11-06,16.73,195.05,16.73,195.05
2007-11-07,17.288,196.85,16.608,197.65
2007-11-08,16.892,196.85,16.892,196.85
2007-11-09,17.339,194.65,17.339,194.65
2007-11-10,17.507,192.45,16.513,193.85
2007-11-11,17.553,193.05,17.553,193.05
2007-11-12,17.461,192.85,17.461,192.85
2007-11-13,16.484,193.05,16.484,193.05
2007-11-14,16.54,195.45,17.586,195.85
2007-11-15,,,,
2007-11-16,13.903,204.65,,
2007-11-17,17.702,197.25,15.992,198.85
2007-11-18,16.681,197.05,16.681,197.05
2007-11-19,17.127,192.65,17.127,192.65
2007-11-20,17.868,193.85,17.868,193.85
2007-11-21,17.934,193.85,17.934,193.85
2007-11-22,17.747,196.05,17.044,196.65
2007-11-23,18.066,197.45,16.793,199.65
2007-11-24,17.49,196.45,17.116,196.65
2007-11-25,16.613,195.65,16.613,195.65
2007-11-26,17.093,195.45,16.456,196.05
2007-11-27,18.231,194.45,16.465,197.65
2007-11-28,17.109,195.65,17.109,195.65
2007-11-29,18.018,195.25,17.478,196.45
2007-11-30,17.832,196.05,17.832,196.05
2007-12-01,17.931,197.45,16.274,200.45
2007-12-02,17.434,195.65,17.434,195.65
2007-12-03,17.192,196.65,16.756,197.05
2007-12-04,17.948,196.65,16.902,197.05
2007-12-05,17.5,195.05,16.871,195.45
2007-12-06,17.287,193.05,17.287,193.05
2007-12-07,16.789,195.05,16.789,195.05
2007-12-08,17.3,190.45,17.3,190.45
2007-12-09,16.431,194.05,16.431,194.05
2007-12-10,16.61,192.65,16.61,192.65
2007-12-11,17.052,191.25,17.052,191.25
2007-12-12,16.027,193.45,16.027,193.45
2007-12-13,16.901,193.25,16.901,193.25
2007-12-14,16.874,193.65,16.874,193.65
2007-12-15,17.029,193.45,17.029,193.45
2007-12-16,17.393,194.65,15.937,196.65
2007-12-17,17.603,192.05,17.603,192.05
2007-12-18,17.998,195.85,16.56,196.25
2007-12-19,16.992,196.05,16.992,196.05
2007-12-20,16.426,196.65,16.426,196.65
2007-12-21,17.024,197.45,16.091,198.45
2007-12-22,16.87,197.45,16.87,197.45
2007-12-23,17.635,198.65,16.142,201.05
2007-12-24,17.286,197.65,17.286,197.65
2007-12-25,17.136,197.45,17.136,197.45
2007-12-26,17.791,195.85,17.791,195.85
2007-12-27,17.954,196.45,16.522,197.65
2007-12-28,18.343,196.85,14.18,204.65
2007-12-29,17.46,195.85,16.961,196.85
2007-12-30,17.616,196.45,15.873,198.65
2007-12-31,17.028,198.25,14.971,201.05
2008-01-01,17.12,197.85,15.981,199.45
2008-01-02,16.026,197.65,18.112,200.25
2008-01-03,16.865,197.45,16.522,198.25
2008-01-04,18.354,198.85,16.151,199.25
2008-01-05,17.934,196.05,16.637,197.85
2008-01-06,17.524,196.25,17.524,196.25
2008-01-07,17.761,194.45,17.761,194.45
2008-01-08,17.799,193.25,17.799,193.25
2008-01-09,17.348,195.65,17.348,195.65
2008-01-10,17.394,197.25,16.316,198.65
2008-01-11,17.851,194.45,17.018,196.15
2008-01-12,17.953,193.45,17.359,194.25
2008-01-13,17.656,194.65,17.656,194.65
2008-01-14,16.755,196.05,16.755,196.05
2008-01-15,17.494,198.25,17.494,198.25
2008-01-16,18.164,195.65,18.164,195.65
2008-01-17,16.761,197.85,,
2008-01-18,18.279,196.25,16.611,197.65
2008-01-19,17.588,195.05,15.681,197.25
2008-01-20,17.678,193.05,16.321,194.65
2008-01-21,17.706,193.05,16.125,195.05
2008-01-22,17.067,195.45,17.067,195.45
2008-01-23,16.411,195.05,16.411,195.05
2008-01-24,17.965,195.65,16.652,196.85
2008-01-25,17.623,195.25,17.414,195.45
2008-01-26,16.24,194.85,16.24,194.85
2008-01-27,16.942,196.65,16.453,197.05
2008-01-28,16.53,194.85,16.53,194.85
2008-01-29,16.26,195.45,16.26,195.45
2008-01-30,17.424,196.45,16.084,197.25
2008-01-31,17.027,196.85,17.027,196.85
2008-02-01,16.463,196.65,16.463,196.65
2008-02-02,16.56,195.55000152587888,16.56,194.64999999999998
2008-02-03,16.356,192.85,16.356,192.85
2008-02-04,16.075,195.45,16.075,195.45
2008-02-05,16.523,196.45,16.523,196.45
2008-02-06,17.665,195.85,17.073,196.85
2008-02-07,16.789,196.25,16.789,196.25
2008-02-08,17.508,195.25,16.407,196.05
2008-02-09,19.253,199.75,19.253,199.75
2008-02-10,16.477,195.25,16.477,195.25
2008-02-11,18.666,195.25,16.056,196.05
2008-02-12,16.81,194.25,16.533,195.45
2008-02-13,,,,
2008-02-14,18.134,193.85,17.249,195.45
2008-02-15,17.029,194.45,17.029,194.45
2008-02-16,17.52,193.25,16.759,194.45
2008-02-17,17.326,194.45,16.665,195.25
2008-02-19,17.629,193.85,17.629,193.85
2008-02-20,17.627,194.65,17.627,194.65
2008-02-21,,,16.54,198.05000152587888
2008-02-22,15.672,195.85,18.157,196.85
2008-02-23,17.455,196.05,15.805,197.25
2008-02-24,17.941,194.45,16.354,196.25
2008-02-25,17.301,192.25,17.301,192.25
2008-02-26,17.377,191.65,17.377,191.65
2008-02-27,17.803,195.05,15.689,198.45
2008-02-28,16.163,195.45,16.163,195.45
2008-02-29,17.019,196.25,15.745,197.25
2008-03-01,16.163,194.25,16.163,194.25
2008-03-02,16.314,196.05,16.314,196.05
2008-03-03,17.33,194.45,17.33,194.45
2008-03-04,16.533,194.05,16.533,194.05
2008-03-05,17.369,195.65,16.074,196.65
2008-03-06,16.182,196.05,16.182,196.05
2008-03-07,16.446,195.85,16.446,195.85
2008-03-08,16.534,193.85,15.071,200.05
2008-03-09,16.513,193.65,16.513,193.65
2008-03-10,17.856,195.05,15.767,198.05
2008-03-11,18.287,194.65,16.836,198.85
2008-03-12,17.212,194.85,15.604,197.25
2008-03-13,16.026,192.45,16.026,192.45
2008-03-14,16.884,192.85,16.514,193.65
2008-03-15,17.271,193.65,17.271,193.65
2008-03-16,17.024,194.85,17.024,194.85
2008-03-17,17.23,196.05,17.23,196.05
2008-03-18,17.475,194.25,16.58,195.25
2008-03-19,18.287,195.25,16.55,196.45
2008-03-20,17.23,195.25,17.23,195.25
2008-03-21,,,,
2008-03-22,17.003,197.45,15.124,199.25
2008-03-23,16.895,195.25,16.895,195.25
2008-03-24,16.473,193.45,16.473,193.45
2008-03-25,17.555,192.45,17.555,192.45
2008-03-26,16.38,196.25,16.38,196.25
2008-03-27,17.436,194.25,16.483,196.65
